height,weight,label
178,75,ok
122,77,high
120,78,high
134,79,high
160,79,high
179,57,low
185,96,high
177,94,high
149,83,high
143,93,high
169,49,low
137,76,high
180,36,low
174,88,high
160,44,low
169,58,ok
200,39,low
140,58,high
171,96,high
123,46,high
185,76,ok
196,51,low
131,74,high
160,100,high
136,52,high
125,74,high
160,95,high
142,53,high
172,65,ok
192,63,low
120,79,high
141,89,high
171,93,high
180,97,high
156,100,high
122,82,high
123,72,high
121,67,high
194,70,ok
144,73,high
187,75,ok
189,100,high
123,38,high
167,35,low
185,64,ok
135,89,high
154,78,high
141,97,high
160,50,ok
197,43,low
179,43,low
183,43,low
164,35,low
179,61,ok
136,70,high
135,95,high
194,88,ok
184,58,low
164,86,high
161,52,ok
171,55,ok
121,69,high
127,41,high
195,74,ok
200,42,low
174,78,high
176,70,ok
131,54,high
138,37,ok
131,58,high
164,41,low
155,91,high
151,99,high
173,43,low
198,72,low
165,81,high
158,59,ok
173,44,low
154,46,ok
155,96,high
154,65,high
139,52,high
130,51,high
147,57,high
137,82,high
152,38,low
124,91,high
132,75,high
131,99,high
156,39,low
167,96,high
131,91,high
186,75,ok
165,53,ok
129,51,high
177,92,high
123,65,high
153,94,high
197,76,ok
128,92,high
179,58,low
122,35,ok
131,70,high
197,68,low
176,76,ok
121,71,high
194,91,ok
137,35,ok
174,40,low
124,59,high
167,96,high
152,51,ok
176,80,high
163,62,ok
197,55,low
170,52,low
144,94,high
122,80,high
121,77,high
189,99,high
168,95,high
138,48,high
162,42,low
184,49,low
136,61,high
130,45,high
171,61,ok
156,66,high
186,41,low
196,57,low
120,91,high
166,43,low
177,62,ok
189,65,low
146,36,low
135,56,high
143,77,high
191,86,ok
194,36,low
150,90,high
140,63,high
200,82,ok
177,35,low
195,59,low
145,84,high
179,60,ok
161,38,low
158,46,low
200,97,ok
134,65,high
163,76,high
190,66,low
180,70,ok
141,54,high
141,90,high
157,41,low
169,78,high
121,38,high
185,71,ok
161,85,high
126,99,high
150,38,low
127,49,high
170,42,low
151,95,high
195,59,low
125,60,high
169,45,low
136,80,high
179,94,high
173,37,low
198,71,low
175,76,ok
164,71,high
184,47,low
167,93,high
145,43,ok
196,58,low
178,36,low
174,77,high
173,69,ok
175,65,ok
128,98,high
175,55,low
165,61,ok
139,98,high
199,83,ok
156,69,high
144,91,high
178,67,ok
122,77,high
177,48,low
162,41,low
143,50,ok
167,49,low
181,90,high
151,92,high
195,69,low
154,58,ok
187,38,low
168,97,high
177,66,ok
147,86,high
136,99,high
138,76,high
191,70,ok
144,87,high
123,83,high
131,43,high
136,99,high
136,45,ok
137,40,ok
164,93,high
173,44,low
141,73,high
199,69,low
135,37,ok
160,45,low
169,92,high
136,36,ok
172,100,high
158,83,high
169,71,ok
138,71,high
190,57,low
185,89,high
185,64,ok
173,85,high
184,79,ok
142,99,high
136,45,ok
175,49,low
154,68,high
130,53,high
125,72,high
124,87,high
131,60,high
169,41,low
193,66,low
178,97,high
163,84,high
129,76,high
133,82,high
173,96,high
183,77,ok
129,82,high
200,44,low
173,81,high
179,68,ok
169,92,high
139,69,high
170,97,high
130,76,high
126,92,high
121,43,high
176,47,low
128,86,high
151,91,high
135,38,ok
176,95,high
134,47,high
130,68,high
184,80,ok
187,61,low
147,81,high
153,52,ok
150,67,high
124,86,high
171,99,high
187,70,ok
176,55,low
169,85,high
129,80,high
187,45,low
141,39,ok
157,60,ok
123,82,high
155,78,high
129,58,high
175,55,low
129,53,high
190,69,ok
122,58,high
128,68,high
141,58,high
127,36,ok
151,93,high
174,91,high
122,38,high
157,73,high
151,50,ok
172,54,low
140,98,high
126,35,ok
167,58,ok
159,97,high
135,88,high
190,68,ok
160,79,high
164,53,ok
138,94,high
184,73,ok
197,58,low
141,46,ok
190,71,ok
156,44,low
153,91,high
121,39,high
124,96,high
138,63,high
191,62,low
151,37,low
199,67,low
198,95,ok
150,82,high
157,87,high
154,36,low
139,64,high
164,47,low
138,62,high
159,51,ok
173,36,low
143,54,high
141,86,high
183,94,high
137,48,high
151,53,ok
185,66,ok
165,53,ok
159,94,high
199,72,low
183,96,high
156,64,high
173,64,ok
151,60,high
188,62,low
150,64,high
132,86,high
148,64,high
120,44,high
200,41,low
163,71,high
175,67,ok
163,85,high
199,78,ok
138,99,high
156,65,high
159,70,high
193,63,low
156,68,high
132,51,high
154,62,high
178,86,high
174,95,high
182,64,ok
187,98,high
143,65,high
125,69,high
153,47,ok
144,36,low
173,69,ok
159,68,high
124,83,high
122,100,high
152,84,high
140,82,high
168,36,low
148,47,ok
175,91,high
187,43,low
176,88,high
146,39,low
144,44,ok
177,39,low
142,40,ok
199,71,low
181,45,low
167,47,low
200,86,ok
144,56,high
151,59,high
179,99,high
164,81,high
200,68,low
200,81,ok
183,78,ok
183,69,ok
168,99,high
169,56,ok
133,64,high
187,53,low
162,41,low
171,36,low
163,74,high
179,91,high
198,84,ok
132,81,high
156,60,ok
122,59,high
168,46,low
148,39,low
177,87,high
138,79,high
152,38,low
184,64,ok
135,64,high
194,99,high
177,46,low
135,97,high
121,54,high
186,38,low
159,99,high
170,62,ok
176,51,low
147,91,high
195,43,low
184,36,low
170,66,ok
146,51,ok
171,35,low
160,43,low
174,41,low
158,51,ok
183,98,high
129,36,ok
166,94,high
141,74,high
125,39,ok
174,62,ok
123,62,high
180,69,ok
138,71,high
171,54,low
177,43,low
134,51,high
198,43,low
130,67,high
174,79,high
197,75,ok
124,60,high
172,71,ok
188,50,low
172,58,ok
142,49,ok
150,48,ok
189,51,low
176,40,low
181,39,low
150,92,high
138,97,high
187,58,low
153,71,high
139,40,ok
141,72,high
164,56,ok
196,55,low
150,57,high
145,77,high
123,45,high
141,75,high
186,76,ok
194,75,ok
127,66,high
170,57,ok
135,100,high
123,68,high
179,97,high
184,60,low
159,46,low
200,56,low
143,70,high
156,97,high
130,91,high
132,58,high
148,86,high
174,72,ok
158,70,high
171,40,low
155,77,high
165,46,low
146,56,high
163,83,high
188,97,high
136,39,ok
147,56,high
182,40,low
181,49,low
168,36,low
150,83,high
167,55,ok
178,85,high
169,79,high
195,63,low
130,70,high
162,45,low
189,71,ok
157,93,high
185,80,ok
150,35,low
155,79,high
195,60,low
192,90,ok
196,83,ok
185,97,high
125,86,high
180,66,ok
190,55,low
198,89,ok
159,78,high
149,70,high
180,63,ok
185,63,low
153,49,ok
138,66,high
146,49,ok
195,76,ok
186,77,ok
178,52,low
157,85,high
149,66,high
127,86,high
124,76,high
171,62,ok
125,36,ok
191,88,ok
141,78,high
121,90,high
136,44,ok
165,56,ok
146,60,high
160,78,high
177,63,ok
181,86,high
186,100,high
187,96,high
195,43,low
181,37,low
178,49,low
148,39,low
190,85,ok
131,57,high
126,57,high
190,78,ok
186,91,high
182,100,high
125,56,high
150,100,high
125,71,high
139,78,high
189,40,low
160,99,high
174,71,ok
178,47,low
140,87,high
166,98,high
193,63,low
183,52,low
195,91,ok
132,73,high
132,90,high
148,41,ok
155,90,high
135,91,high
133,79,high
198,73,ok
141,77,high
185,95,high
147,46,ok
122,81,high
156,93,high
170,57,ok
192,88,ok
134,42,ok
164,45,low
146,74,high
150,100,high
145,97,high
163,37,low
171,59,ok
172,50,low
197,37,low
157,52,ok
150,80,high
153,38,low
162,59,ok
200,49,low
188,83,ok
123,69,high
167,74,high
124,79,high
163,87,high
200,59,low
193,97,high
135,87,high
157,50,ok
190,37,low
199,80,ok
160,89,high
182,79,ok
179,85,high
156,72,high
140,40,ok
179,75,ok
153,96,high
167,58,ok
194,41,low
123,83,high
151,58,high
136,45,ok
150,73,high
194,39,low
152,68,high
123,42,high
172,35,low
196,81,ok
127,90,high
167,65,ok
182,85,high
129,42,high
171,46,low
149,41,low
181,74,ok
171,60,ok
175,38,low
159,68,high
151,97,high
192,72,ok
142,60,high
141,42,ok
160,66,high
175,95,high
177,41,low
168,50,low
140,52,high
132,91,high
122,86,high
151,47,ok
184,59,low
182,86,high
163,64,ok
163,55,ok
186,88,high
188,46,low
166,53,ok
147,67,high
145,91,high
142,89,high
143,92,high
173,41,low
129,54,high
177,78,ok
140,82,high
158,69,high
139,100,high
139,64,high
184,45,low
138,78,high
180,78,ok
173,55,low
137,60,high
198,57,low
136,74,high
120,85,high
180,80,ok
153,42,low
124,46,high
186,43,low
189,83,ok
167,61,ok
172,71,ok
147,53,ok
141,76,high
139,100,high
166,68,ok
130,70,high
193,87,ok
169,77,high
163,78,high
161,72,high
173,41,low
142,98,high
193,71,ok
178,72,ok
182,49,low
144,85,high
157,43,low
168,62,ok
196,84,ok
186,93,high
124,60,high
135,36,ok
172,55,ok
189,79,ok
129,35,ok
138,92,high
181,53,low
142,84,high
137,55,high
121,39,high
196,70,low
186,57,low
175,45,low
153,81,high
161,99,high
129,94,high
166,84,high
157,82,high
131,85,high
144,70,high
197,35,low
174,64,ok
127,48,high
164,86,high
169,46,low
156,75,high
165,96,high
120,46,high
199,48,low
158,91,high
122,43,high
173,74,ok
171,97,high
128,91,high
170,38,low
188,93,high
171,59,ok
200,89,ok
193,40,low
181,98,high
127,42,high
191,39,low
188,43,low
145,57,high
194,57,low
186,69,ok
128,66,high
157,73,high
149,96,high
145,92,high
192,87,ok
179,78,ok
133,80,high
175,63,ok
159,71,high
197,81,ok
168,67,ok
137,99,high
155,49,ok
129,39,ok
129,96,high
188,58,low
146,66,high
120,91,high
177,79,high
190,100,high
140,50,high
178,62,ok
135,81,high
181,80,ok
182,90,high
184,43,low
171,38,low
144,95,high
153,78,high
147,72,high
163,69,high
170,63,ok
197,70,low
131,51,high
167,96,high
181,87,high
182,79,ok
151,84,high
151,99,high
123,55,high
182,40,low
180,71,ok
121,82,high
146,93,high
161,55,ok
133,51,high
140,69,high
144,76,high
147,63,high
158,70,high
171,80,high
159,95,high
193,75,ok
157,85,high
189,40,low
191,58,low
176,47,low
121,37,high
146,46,ok
138,73,high
161,40,low
172,65,ok
128,40,ok
120,67,high
165,71,high
190,82,ok
193,77,ok
175,99,high
182,100,high
136,65,high
165,36,low
142,42,ok
171,75,high
171,38,low
133,47,high
122,62,high
185,92,high
183,69,ok
164,50,ok
122,87,high
183,60,low
136,65,high
168,39,low
129,95,high
154,47,ok
158,75,high
177,52,low
181,96,high
154,75,high
167,46,low
162,77,high
193,81,ok
142,39,ok
183,41,low
194,76,ok
167,79,high
191,94,high
122,74,high
192,43,low
198,57,low
175,43,low
177,43,low
184,46,low
138,64,high
171,73,ok
124,41,high
130,74,high
130,77,high
172,74,high
164,73,high
154,77,high
141,91,high
179,69,ok
129,45,high
128,63,high
175,96,high
130,57,high
133,65,high
127,99,high
148,38,low
138,96,high
158,71,high
151,97,high
130,71,high
120,77,high
161,85,high
188,42,low
168,37,low
145,38,low
154,45,ok
195,100,high
190,83,ok
174,41,low
151,52,ok
174,75,ok
146,37,low
179,76,ok
129,91,high
129,82,high
181,92,high
200,68,low
155,83,high
164,43,low
169,50,low
144,93,high
175,68,ok
173,73,ok
171,60,ok
121,60,high
176,44,low
121,75,high
140,89,high
131,44,high
161,70,high
171,77,high
155,49,ok
160,70,high
197,73,ok
171,37,low
182,38,low
145,68,high
159,77,high
178,75,ok
182,60,low
175,78,high
129,62,high
127,92,high
121,53,high
163,92,high
153,76,high
179,78,ok
166,48,low
167,61,ok
127,72,high
128,100,high
160,65,high
128,52,high
120,55,high
197,75,ok
171,53,low
127,42,high
146,96,high
144,100,high
160,35,low
148,86,high
169,58,ok
124,78,high
139,94,high
134,91,high
155,77,high
125,47,high
170,40,low
134,81,high
170,82,high
173,91,high
200,94,ok
139,90,high
123,44,high
168,61,ok
138,86,high
128,48,high
188,69,ok
156,47,ok
135,100,high
156,45,low
174,38,low
153,74,high
163,58,ok
198,42,low
169,96,high
189,48,low
141,60,high
147,53,ok
131,51,high
121,52,high
159,59,ok
198,85,ok
131,89,high
180,55,low
176,47,low
169,49,low
174,78,high
134,41,ok
127,58,high
142,53,high
157,41,low
175,42,low
146,67,high
130,93,high
184,79,ok
177,88,high
156,94,high
133,96,high
197,89,ok
128,53,high
161,70,high
155,56,ok
178,100,high
126,76,high
188,40,low
181,41,low
160,49,ok
165,40,low
173,67,ok
171,100,high
144,47,ok
199,91,ok
198,61,low
199,78,ok
180,86,high
152,83,high
164,80,high
175,98,high
181,69,ok
198,42,low
150,36,low
196,59,low
143,83,high
198,74,ok
141,49,ok
135,87,high
157,51,ok
178,65,ok
136,35,ok
192,59,low
129,77,high
185,56,low
143,78,high
192,96,high
184,61,low
150,89,high
181,62,ok
186,50,low
165,38,low
126,63,high
163,62,ok
173,99,high
194,91,ok
179,64,ok
120,96,high
172,85,high
152,86,high
122,58,high
136,43,ok
148,81,high
128,68,high
188,78,ok
136,68,high
137,43,ok
150,63,high
153,36,low
197,56,low
198,53,low
167,80,high
148,80,high
165,76,high
157,62,high
198,73,ok
120,94,high
141,71,high
126,48,high
128,95,high
124,78,high
192,83,ok
156,43,low
194,72,ok
149,74,high
158,87,high
180,43,low
179,85,high
151,78,high
152,88,high
167,56,ok
148,96,high
194,91,ok
136,51,high
132,48,high
132,82,high
122,60,high
131,79,high
181,75,ok
196,45,low
167,98,high
120,71,high
120,76,high
163,72,high
192,39,low
196,80,ok
129,80,high
155,44,low
173,64,ok
200,69,low
149,39,low
144,81,high
136,58,high
155,45,ok
172,45,low
160,73,high
128,94,high
124,74,high
169,51,low
148,39,low
129,40,ok
186,43,low
168,81,high
137,47,high
172,78,high
125,92,high
169,92,high
174,47,low
181,52,low
146,87,high
196,37,low
125,100,high
178,54,low
150,39,low
188,43,low
156,55,ok
144,90,high
127,46,high
197,86,ok
163,51,ok
170,57,ok
151,77,high
200,37,low
179,64,ok
196,55,low
183,81,ok
155,69,high
130,86,high
179,89,high
131,52,high
125,65,high
124,98,high
164,67,ok
135,46,high
120,48,high
182,62,ok
171,71,ok
153,67,high
141,84,high
149,72,high
124,88,high
198,51,low
193,74,ok
193,97,high
192,50,low
124,52,high
195,60,low
152,52,ok
129,67,high
126,69,high
167,44,low
133,49,high
173,44,low
128,76,high
148,84,high
198,50,low
190,95,high
163,64,ok
189,81,ok
191,71,ok
156,61,high
147,43,ok
130,58,high
179,53,low
159,65,high
149,93,high
151,91,high
145,88,high
166,47,low
165,37,low
170,83,high
144,66,high
159,56,ok
149,61,high
122,35,ok
197,78,ok
144,76,high
173,57,ok
190,83,ok
174,58,ok
148,37,low
181,77,ok
131,70,high
160,89,high
134,76,high
145,40,ok
145,97,high
185,66,ok
121,91,high
145,56,high
132,95,high
135,75,high
144,82,high
134,68,high
147,74,high
177,92,high
180,77,ok
164,69,high
124,82,high
192,38,low
134,43,ok
182,71,ok
193,89,ok
190,39,low
146,72,high
173,49,low
163,76,high
138,56,high
179,35,low
149,48,ok
166,77,high
139,48,ok
159,41,low
150,90,high
144,61,high
190,37,low
134,46,high
176,90,high
158,75,high
190,68,ok
123,63,high
137,85,high
172,76,high
165,40,low
168,81,high
135,37,ok
188,35,low
155,78,high
189,90,high
200,84,ok
151,85,high
144,96,high
158,69,high
185,71,ok
169,62,ok
175,61,ok
120,35,ok
168,50,low
159,91,high
198,62,low
165,41,low
170,62,ok
195,93,ok
146,71,high
191,59,low
122,74,high
123,66,high
161,50,ok
169,43,low
128,99,high
125,98,high
182,82,ok
144,60,high
176,92,high
195,55,low
145,62,high
176,46,low
171,58,ok
135,95,high
147,37,low
191,43,low
185,61,low
153,36,low
165,39,low
195,52,low
145,70,high
199,80,ok
198,44,low
191,93,high
177,38,low
122,43,high
191,39,low
196,74,ok
143,78,high
163,39,low
146,43,ok
136,51,high
152,65,high
188,98,high
197,62,low
153,38,low
142,97,high
147,79,high
191,69,ok
126,44,high
150,60,high
185,79,ok
140,47,ok
189,67,ok
154,84,high
163,73,high
139,71,high
159,75,high
151,94,high
146,90,high
196,84,ok
129,42,high
200,84,ok
151,92,high
175,51,low
191,99,high
183,37,low
137,97,high
173,61,ok
190,59,low
135,69,high
128,59,high
165,100,high
130,65,high
195,86,ok
128,93,high
120,95,high
123,68,high
166,52,ok
185,37,low
158,63,high
196,47,low
123,43,high
194,72,ok
132,99,high
160,67,high
130,76,high
121,56,high
124,40,high
198,53,low
181,99,high
133,93,high
164,57,ok
189,87,ok
162,37,low
125,85,high
135,46,high
146,51,ok
130,66,high
120,53,high
170,42,low
150,41,low
175,44,low
147,51,ok
144,62,high
127,95,high
156,65,high
152,90,high
188,64,low
177,69,ok
151,90,high
130,47,high
189,74,ok
144,45,ok
161,48,ok
190,93,high
188,96,high
148,79,high
188,53,low
120,43,high
179,55,low
185,40,low
185,59,low
172,50,low
134,81,high
174,61,ok
121,87,high
156,48,ok
191,81,ok
151,48,ok
137,64,high
130,46,high
170,69,ok
155,100,high
145,44,ok
137,85,high
193,79,ok
124,83,high
125,75,high
125,99,high
185,92,high
156,93,high
131,40,ok
192,93,high
191,54,low
123,77,high
197,52,low
156,43,low
166,73,high
189,99,high
151,50,ok
190,79,ok
166,58,ok
174,60,ok
175,99,high
122,71,high
192,86,ok
143,65,high
142,40,ok
163,94,high
134,42,ok
144,74,high
187,92,high
127,70,high
131,86,high
173,67,ok
189,43,low
121,73,high
199,59,low
136,36,ok
147,73,high
152,89,high
191,72,ok
161,66,high
153,78,high
156,59,ok
144,40,ok
140,41,ok
123,75,high
148,72,high
151,67,high
141,93,high
198,35,low
165,62,ok
158,92,high
153,99,high
174,57,ok
145,54,high
172,45,low
195,96,high
140,73,high
125,73,high
188,74,ok
135,63,high
123,56,high
162,60,ok
186,79,ok
179,79,ok
151,38,low
174,53,low
178,81,high
123,72,high
139,38,ok
188,93,high
136,44,ok
149,70,high
182,44,low
136,72,high
174,51,low
180,42,low
178,40,low
167,74,high
169,85,high
130,40,ok
148,85,high
182,40,low
169,80,high
183,73,ok
144,85,high
171,81,high
177,89,high
193,72,ok
158,51,ok
127,76,high
188,82,ok
153,89,high
126,74,high
156,86,high
192,35,low
146,37,low
200,85,ok
176,98,high
125,94,high
132,65,high
196,98,high
121,83,high
169,50,low
141,95,high
186,92,high
182,90,high
170,96,high
135,77,high
130,90,high
158,51,ok
178,76,ok
142,94,high
185,81,ok
153,39,low
192,45,low
150,74,high
169,81,high
130,56,high
129,59,high
131,58,high
140,95,high
180,47,low
195,38,low
175,60,ok
171,46,low
178,94,high
129,45,high
145,38,low
130,82,high
178,35,low
152,90,high
191,88,ok
130,94,high
143,38,ok
150,35,low
195,45,low
179,66,ok
138,90,high
157,64,high
145,51,ok
160,76,high
128,85,high
183,61,low
200,73,low
187,79,ok
128,74,high
172,52,low
141,52,high
199,66,low
159,58,ok
165,99,high
131,54,high
172,74,high
186,46,low
127,67,high
127,51,high
139,74,high
191,49,low
159,84,high
185,98,high
132,85,high
159,48,ok
179,38,low
136,79,high
175,91,high
132,67,high
172,37,low
165,69,high
154,69,high
167,91,high
165,49,low
191,72,ok
190,45,low
125,82,high
186,55,low
196,78,ok
200,73,low
131,49,high
165,82,high
200,93,ok
162,44,low
125,69,high
141,38,ok
152,37,low
181,99,high
146,86,high
190,56,low
189,42,low
141,77,high
132,55,high
133,65,high
149,96,high
192,83,ok
142,88,high
197,82,ok
136,94,high
120,63,high
147,64,high
127,70,high
125,87,high
149,45,ok
155,46,ok
175,95,high
123,79,high
142,78,high
200,80,ok
168,87,high
127,42,high
157,75,high
175,52,low
148,74,high
147,68,high
126,65,high
127,75,high
147,44,ok
186,54,low
131,42,ok
194,35,low
150,41,low
184,100,high
149,51,ok
143,56,high
192,81,ok
120,47,high
198,71,low
132,73,high
130,75,high
122,82,high
143,38,ok
198,85,ok
137,61,high
177,79,high
120,48,high
177,89,high
195,80,ok
135,88,high
150,73,high
144,39,ok
157,53,ok
157,82,high
174,35,low
123,71,high
187,55,low
172,44,low
189,84,ok
171,59,ok
165,97,high
165,38,low
182,88,high
177,58,ok
131,70,high
181,39,low
126,99,high
168,74,high
182,69,ok
179,58,low
137,73,high
195,87,ok
170,55,ok
140,50,high
163,60,ok
191,99,high
147,52,ok
160,81,high
123,100,high
187,64,low
125,65,high
199,69,low
137,78,high
150,53,ok
121,56,high
185,99,high
153,65,high
123,48,high
188,64,low
163,67,high
182,64,ok
195,85,ok
159,63,ok
129,91,high
122,98,high
193,50,low
173,47,low
147,63,high
129,44,high
154,86,high
134,87,high
165,80,high
191,78,ok
123,94,high
153,72,high
184,97,high
199,40,low
165,79,high
190,65,low
148,72,high
178,85,high
123,39,high
174,99,high
164,46,low
180,67,ok
166,85,high
174,36,low
155,43,low
163,87,high
160,92,high
162,77,high
133,42,ok
143,41,ok
132,75,high
132,53,high
180,36,low
165,74,high
197,61,low
144,96,high
170,88,high
123,98,high
173,74,ok
187,94,high
167,88,high
121,46,high
134,63,high
176,86,high
157,77,high
178,84,high
180,35,low
127,80,high
121,43,high
152,88,high
180,87,high
176,40,low
183,50,low
172,87,high
123,64,high
138,60,high
189,49,low
162,87,high
136,48,high
153,60,high
167,40,low
174,82,high
161,49,ok
167,85,high
152,89,high
183,48,low
124,70,high
187,42,low
167,74,high
166,90,high
167,62,ok
180,48,low
165,43,low
154,72,high
143,62,high
183,35,low
182,80,ok
195,78,ok
147,79,high
171,48,low
134,64,high
169,70,ok
129,45,high
136,55,high
185,67,ok
149,55,ok
128,43,high
191,50,low
173,60,ok
191,65,low
200,43,low
191,59,low
180,64,ok
165,81,high
158,49,ok
156,50,ok
132,72,high
175,72,ok
181,63,ok
133,41,ok
180,46,low
136,38,ok
132,79,high
167,80,high
141,39,ok
148,71,high
163,59,ok
195,50,low
200,60,low
161,71,high
158,67,high
187,78,ok
194,98,high
141,37,ok
159,94,high
181,42,low
190,68,ok
143,37,low
162,43,low
135,79,high
170,61,ok
169,48,low
156,49,ok
152,80,high
187,95,high
130,76,high
182,89,high
162,79,high
180,38,low
143,46,ok
185,65,ok
185,69,ok
144,67,high
144,66,high
178,54,low
193,63,low
182,85,high
187,100,high
142,62,high
181,72,ok
123,99,high
139,81,high
149,55,ok
126,87,high
178,36,low
199,96,ok
168,61,ok
164,43,low
122,52,high
150,58,high
177,46,low
190,71,ok
179,45,low
181,38,low
190,79,ok
154,44,ok
172,96,high
132,46,high
135,47,high
171,74,high
191,96,high
134,78,high
139,63,high
142,64,high
169,45,low
130,35,ok
178,74,ok
138,98,high
122,85,high
162,74,high
174,74,ok
128,64,high
126,37,ok
122,84,high
179,56,low
145,49,ok
195,39,low
162,41,low
159,39,low
120,79,high
126,66,high
141,94,high
159,74,high
189,82,ok
160,76,high
168,65,ok
184,52,low
159,61,ok
154,80,high
143,56,high
120,90,high
151,36,low
177,43,low
191,35,low
140,53,high
170,36,low
164,45,low
170,35,low
196,51,low
132,59,high
151,58,high
124,82,high
130,85,high
162,35,low
132,88,high
190,79,ok
167,51,low
185,55,low
164,38,low
126,100,high
194,47,low
184,74,ok
176,46,low
180,94,high
199,75,ok
190,38,low
122,85,high
169,93,high
145,82,high
126,51,high
157,35,low
126,67,high
137,58,high
198,51,low
134,39,ok
161,41,low
171,61,ok
174,73,ok
124,61,high
123,84,high
180,42,low
175,87,high
146,41,ok
136,35,ok
172,84,high
129,48,high
134,58,high
173,64,ok
195,68,low
196,84,ok
144,37,low
192,87,ok
133,54,high
134,62,high
154,40,low
144,63,high
130,42,ok
177,86,high
173,42,low
191,86,ok
175,78,high
161,39,low
144,80,high
133,58,high
138,97,high
177,79,high
184,62,low
137,67,high
140,52,high
183,92,high
141,79,high
175,100,high
190,52,low
174,94,high
174,84,high
177,75,ok
129,74,high
184,37,low
149,47,ok
145,64,high
187,46,low
162,62,ok
152,76,high
148,51,ok
169,38,low
159,43,low
133,73,high
144,77,high
163,74,high
124,41,high
139,100,high
182,53,low
200,74,ok
176,89,high
184,94,high
137,98,high
162,52,ok
129,75,high
152,65,high
147,100,high
189,64,low
178,69,ok
165,35,low
150,65,high
127,53,high
131,86,high
186,38,low
163,73,high
162,82,high
177,86,high
181,98,high
179,67,ok
169,82,high
167,89,high
198,91,ok
186,84,ok
157,80,high
128,66,high
139,49,high
134,39,ok
121,79,high
189,98,high
198,62,low
139,36,ok
137,80,high
159,100,high
196,43,low
144,97,high
189,94,high
173,64,ok
191,53,low
130,72,high
196,85,ok
196,83,ok
159,70,high
158,46,low
185,60,low
121,91,high
194,68,low
150,54,ok
130,61,high
140,65,high
137,54,high
185,75,ok
147,81,high
123,49,high
183,74,ok
120,50,high
195,84,ok
130,82,high
157,39,low
187,82,ok
187,94,high
156,52,ok
153,95,high
170,39,low
149,85,high
142,54,high
120,60,high
198,41,low
131,50,high
158,41,low
177,86,high
160,44,low
152,59,high
166,85,high
128,51,high
171,51,low
129,82,high
198,51,low
139,60,high
185,93,high
179,90,high
166,99,high
154,52,ok
159,61,ok
141,46,ok
151,42,low
187,65,ok
169,94,high
191,71,ok
130,78,high
136,71,high
125,69,high
156,58,ok
194,50,low
132,49,high
133,97,high
176,70,ok
141,86,high
129,92,high
181,64,ok
154,38,low
168,35,low
166,70,high
186,88,high
186,83,ok
153,71,high
199,87,ok
160,47,low
157,90,high
176,67,ok
194,35,low
144,40,ok
162,63,ok
177,35,low
180,80,ok
147,51,ok
146,79,high
163,77,high
164,90,high
178,68,ok
139,75,high
177,66,ok
165,80,high
120,36,high
137,77,high
187,63,low
189,97,high
156,53,ok
139,81,high
132,54,high
194,43,low
130,98,high
130,86,high
157,64,high
150,98,high
198,41,low
199,46,low
193,85,ok
198,80,ok
188,64,low
141,82,high
166,85,high
142,51,high
168,77,high
189,97,high
146,72,high
124,90,high
167,86,high
132,42,ok
188,50,low
145,68,high
159,83,high
153,85,high
145,52,ok
163,49,low
169,39,low
170,52,low
161,72,high
155,38,low
146,57,high
182,46,low
121,55,high
200,96,ok
143,82,high
135,50,high
154,90,high
178,49,low
181,43,low
127,74,high
135,62,high
147,85,high
171,35,low
147,92,high
151,35,low
163,39,low
167,36,low
196,41,low
185,79,ok
197,47,low
127,74,high
192,90,ok
160,62,ok
140,87,high
162,58,ok
163,37,low
185,72,ok
149,56,high
189,48,low
163,78,high
197,48,low
181,77,ok
142,44,ok
182,100,high
138,68,high
147,59,high
151,99,high
160,73,high
181,67,ok
151,73,high
120,98,high
178,45,low
170,51,low
156,73,high
198,40,low
144,47,ok
189,62,low
199,71,low
124,60,high
146,39,low
134,72,high
143,50,ok
191,98,high
132,80,high
122,70,high
141,44,ok
158,75,high
147,81,high
188,74,ok
188,71,ok
154,47,ok
124,45,high
128,71,high
193,75,ok
194,53,low
144,81,high
131,52,high
180,40,low
195,67,low
144,53,high
121,87,high
142,83,high
143,82,high
179,60,ok
195,40,low
157,40,low
163,54,ok
129,75,high
174,56,low
197,74,ok
195,55,low
159,46,low
120,71,high
153,80,high
183,87,high
186,40,low
199,37,low
140,68,high
174,37,low
124,48,high
197,47,low
199,41,low
121,81,high
151,59,high
122,40,high
164,94,high
169,80,high
193,95,high
148,64,high
183,62,ok
128,55,high
161,50,ok
160,81,high
123,61,high
128,67,high
154,88,high
140,99,high
167,98,high
193,59,low
193,36,low
135,95,high
177,72,ok
128,42,high
191,44,low
161,39,low
189,51,low
120,43,high
167,72,high
192,56,low
158,74,high
180,95,high
134,65,high
176,40,low
139,71,high
150,39,low
155,57,ok
166,87,high
163,85,high
177,70,ok
169,78,high
121,47,high
178,35,low
194,56,low
167,64,ok
199,64,low
158,56,ok
171,51,low
131,59,high
177,37,low
139,70,high
123,67,high
198,50,low
145,80,high
177,40,low
171,65,ok
185,98,high
153,54,ok
188,84,ok
194,52,low
198,82,ok
140,87,high
120,52,high
137,77,high
167,95,high
197,89,ok
129,98,high
146,85,high
144,43,ok
146,71,high
134,63,high
163,90,high
132,49,high
169,85,high
178,85,high
140,91,high
195,76,ok
176,39,low
147,80,high
156,48,ok
145,90,high
143,71,high
134,49,high
142,62,high
195,77,ok
172,60,ok
